squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,id
45955,58,37,33373,10,4,1998.0,,0,6156,6798
6712,66,93,12438,5,10,2001.0,1.0,0,1150,12834
89725,26,83,56954,8,9,2013.0,0.0,1,319,6174
48776,60,9,71042,10,3,1991.0,1.0,0,8652,5034
63953,67,25,70757,2,7,2004.0,0.0,1,6537,4371
40508,78,63,76548,3,7,2005.0,,0,6334,18372
49310,63,80,91860,7,4,2006.0,1.0,0,9692,9981
69164,48,70,21012,5,3,2007.0,,1,5861,10629
61402,74,40,12430,1,1,2000.0,,0,3524,18171
53749,86,63,11671,7,8,2009.0,,1,8488,9876
73140,92,69,84617,3,3,2019.0,1.0,1,6384,3075
34338,41,95,96913,3,2,1996.0,0.0,0,5015,5094
52525,13,82,24366,8,7,1999.0,,1,7750,1215
53753,49,37,90942,7,7,1999.0,1.0,0,9951,25536
58713,63,39,77818,3,1,1994.0,1.0,1,4710,4071
40155,33,99,55389,6,8,2009.0,0.0,1,9296,645
32805,35,17,56962,8,5,1994.0,1.0,1,6766,21972
848,92,37,64877,5,8,2013.0,0.0,1,2128,6483
67073,45,59,62149,6,7,1996.0,,1,4506,18189
14520,12,2,43573,5,1,2020.0,,1,8531,25338
65986,38,39,77763,6,1,2016.0,1.0,0,8778,16413
15246,59,48,91241,7,7,2020.0,1.0,0,460,18579
62613,56,69,74669,9,6,2019.0,0.0,0,6845,6723
26348,37,89,18731,3,2,1990.0,0.0,0,628,6435
44633,100,69,70686,4,10,2010.0,,0,8183,3156
33126,50,87,96589,1,5,2019.0,0.0,0,2592,8550
62872,86,56,5577,9,5,1994.0,,1,5621,17241
69429,65,34,42598,10,8,1997.0,1.0,1,9354,22389
67034,37,17,89296,6,2,2014.0,,0,4115,18252
63817,89,92,42278,8,4,2009.0,,1,4092,6507
41705,45,97,75383,3,6,2010.0,0.0,0,3513,3105
31025,96,35,95835,8,2,2006.0,0.0,1,9107,26622
33532,54,80,8448,7,3,2021.0,1.0,0,773,27906
27924,68,81,7907,8,2,1991.0,1.0,1,2068,28890
3996,65,37,80458,5,4,1999.0,0.0,0,3247,18390
80524,22,49,46524,10,8,1997.0,1.0,1,4111,11910
63190,50,45,23475,4,4,1992.0,0.0,0,6132,14295
62757,74,31,70668,2,4,2006.0,,0,5656,28119
54682,81,92,63687,3,6,2013.0,0.0,1,1114,7665
87987,38,97,26185,6,9,2006.0,0.0,1,234,5247
98157,91,75,22411,7,1,2021.0,,1,5340,18534
81019,56,99,46662,5,2,1995.0,1.0,1,8376,24384
92296,31,69,20639,7,10,2018.0,1.0,0,785,22386
51579,37,6,36822,3,8,2019.0,0.0,0,1328,5109
41042,88,44,51472,4,3,1990.0,0.0,0,6364,13926
1737,75,92,8790,8,8,2014.0,0.0,1,3403,18696
97725,88,13,47226,4,3,1991.0,1.0,0,3938,735
30317,33,78,69973,5,1,2019.0,,0,4786,2724
54146,83,79,74999,2,8,2010.0,1.0,1,2595,7218
32599,68,67,20244,5,6,2003.0,0.0,0,4964,4317
77491,58,32,33534,7,7,2021.0,,1,53,12690
41164,59,69,96547,10,9,1991.0,1.0,0,7302,19476
3189,56,23,33308,1,7,2001.0,1.0,0,3230,3738
97691,17,79,29059,1,6,1991.0,,1,5370,20889
38486,88,50,91921,2,9,2021.0,,1,6167,18609
68232,19,31,61683,1,2,2012.0,0.0,1,1128,3297
42893,26,42,87534,10,10,2014.0,0.0,0,2881,1365
7042,17,32,64941,7,2,2012.0,1.0,0,9907,7434
48678,18,57,17276,1,10,1998.0,1.0,0,89,25575
14938,8,50,14945,4,2,1991.0,0.0,0,5217,29844
62596,90,70,7222,10,8,1990.0,,0,4330,2685
69722,83,14,63847,1,4,2002.0,,0,1167,450
10564,99,3,66017,5,9,1992.0,,0,9081,2925
49996,85,19,46272,3,3,2021.0,1.0,1,2914,14463
47327,100,40,83938,3,1,2001.0,,0,4006,11841
85489,90,42,42842,2,1,1999.0,,1,6755,5574
54667,26,70,22930,6,2,2019.0,1.0,0,4707,20685
72507,87,13,8308,7,6,1999.0,0.0,0,4730,5100
68113,67,29,59595,9,2,2007.0,1.0,0,4788,23625
84587,98,71,98431,8,6,2000.0,,1,3726,29442
88036,30,16,5201,1,3,2017.0,1.0,0,2328,29268
91395,66,71,97423,5,9,2017.0,,1,3714,15987
81805,51,16,99624,2,8,2003.0,0.0,0,1695,15918
47253,84,32,81363,2,5,1998.0,,0,9819,16404
44924,97,44,86862,8,9,2015.0,,0,3478,27681
62027,21,62,51479,6,10,2013.0,1.0,0,6654,19170
65583,99,27,39498,2,1,2003.0,,1,4196,14754
47006,72,76,87732,2,8,2017.0,1.0,0,6414,9381
36108,69,2,57879,3,3,2001.0,0.0,1,4764,13257
56329,10,2,27302,6,1,1997.0,1.0,1,542,14157
94212,29,59,87927,3,3,2004.0,,1,6573,13782
47063,10,6,80079,10,8,2019.0,0.0,1,1135,14820
45985,33,83,14302,1,1,2008.0,1.0,1,9524,27390
39269,87,16,54877,8,1,1997.0,0.0,0,6604,2001
4727,60,25,6556,3,6,1994.0,0.0,0,6301,15009
24677,63,6,92343,8,2,1998.0,1.0,1,6976,7545
42936,74,51,60801,10,10,2016.0,0.0,1,6601,6315
93013,76,80,53855,9,8,2005.0,0.0,0,7518,25998
70881,45,64,44535,7,9,2002.0,,1,6846,21708
99130,99,23,32747,8,1,1993.0,1.0,0,7265,14679
82113,22,24,90750,1,9,2016.0,,0,9897,28863
3475,5,9,34179,9,9,1998.0,1.0,1,5996,12480
23863,67,71,72354,6,1,1990.0,1.0,0,6878,600
25602,37,17,82064,10,9,2021.0,,1,9608,24360
81021,39,42,88453,5,8,1995.0,,1,6345,7725
25307,24,90,73502,1,5,2014.0,0.0,0,9536,10110
18262,61,71,79622,5,7,2021.0,1.0,0,9975,7335
48077,63,7,32247,10,2,2018.0,,0,7539,7107
94973,55,86,76018,9,4,1995.0,0.0,1,3478,26298
32138,23,91,85307,5,3,1994.0,0.0,0,5589,4464
10854,58,95,10328,1,8,1993.0,,1,2726,5091
80306,84,91,84044,1,4,2004.0,,0,7018,10119
1138,4,18,40157,4,6,1996.0,,1,8264,2232
24045,31,56,28613,6,2,1991.0,1.0,0,9640,23394
20860,49,60,42874,10,8,2012.0,1.0,0,6395,9567
57790,23,65,27420,8,2,2002.0,1.0,0,1464,222
73517,79,63,68858,4,9,1991.0,0.0,1,227,23220
137,32,47,40384,5,1,2021.0,0.0,1,6831,11823
69685,82,32,99105,8,5,2006.0,,0,757,25149
11104,69,19,6145,6,2,1996.0,,0,6106,29982
65060,30,75,46047,3,10,2013.0,,0,6375,27483
25655,31,9,58769,5,6,2001.0,0.0,1,2420,6570
13285,7,57,16011,6,6,1994.0,0.0,0,4719,7809
84706,75,24,95781,6,7,1990.0,,0,8118,8763
98298,85,97,85158,2,6,1995.0,1.0,1,43,15426
74921,57,61,56179,3,8,2012.0,0.0,0,5718,25203
9771,26,48,97664,3,6,1995.0,0.0,1,2211,2160
77561,62,79,44802,5,2,1999.0,,0,3871,27198
40104,56,44,55337,4,8,2000.0,1.0,0,8809,10662
4308,79,19,89621,8,10,2003.0,1.0,0,3660,18996
14004,5,33,22849,9,4,2004.0,,1,9535,23256
85829,23,32,96045,10,2,2005.0,,1,9686,8046
73776,92,43,15721,8,7,2002.0,,1,1789,11220
86253,24,47,83198,1,9,1998.0,1.0,0,2626,25902
85423,40,39,69673,2,9,1992.0,,1,6201,1512
11757,57,5,10613,6,5,1993.0,1.0,1,2326,6432
33761,71,76,98059,5,2,2001.0,1.0,0,5758,29889
33749,85,2,35590,8,9,2016.0,0.0,0,8671,26313
83865,38,42,27967,6,2,1992.0,0.0,1,8832,2646
79067,27,58,25553,7,10,1994.0,1.0,1,8279,21267
91698,21,38,58357,9,8,1993.0,0.0,1,521,13803
22973,41,80,97510,1,9,2001.0,0.0,1,6044,1590
27838,87,73,5442,5,1,1993.0,,0,3189,27522
21832,69,26,79056,5,4,,,0,4442,1017
291,22,47,19824,5,10,2003.0,1.0,0,6446,1167
46666,81,38,53916,4,10,2011.0,0.0,0,3128,20718
88329,22,20,54300,2,8,2004.0,,0,9532,2166
37103,61,8,71913,4,3,2017.0,,1,4148,6312
29789,87,90,56117,3,6,2014.0,0.0,0,6009,17145
1399,77,67,94420,2,10,2009.0,1.0,0,9089,27579
13696,8,40,16192,7,8,2003.0,1.0,1,905,29811
79354,4,28,35812,2,9,1991.0,0.0,1,4757,29826
93656,65,8,29038,1,3,2007.0,1.0,0,4173,7713
16247,71,95,6358,8,4,1990.0,,0,8238,6369
97330,23,82,21446,5,9,1996.0,0.0,0,362,28722
78982,38,18,84329,3,8,2007.0,,1,1538,18768
78367,30,89,40416,8,8,1995.0,0.0,0,6088,25782
98729,36,4,95443,4,1,2002.0,0.0,0,9090,5229
97651,26,45,56512,7,10,1998.0,,1,2936,28980
69203,8,68,7461,7,6,1993.0,0.0,0,9636,16392
44416,76,46,55062,3,3,2001.0,,0,2296,1617
68494,83,79,58586,9,6,1992.0,,1,9754,25407
59545,65,21,90618,1,10,2020.0,,1,5558,897
66784,34,3,96197,7,10,1992.0,0.0,1,238,22824
69375,6,96,30297,4,3,2003.0,,0,9878,24921
75990,57,6,83909,5,2,2006.0,,1,3803,13341
92539,55,74,64623,5,10,2001.0,1.0,0,5478,2985
57720,35,14,88487,10,6,2017.0,1.0,0,3550,12411
44961,14,50,90818,4,1,1997.0,,1,3790,19920
20964,82,1,84565,9,7,2001.0,1.0,0,2157,6675
42734,84,67,3854,9,2,1990.0,1.0,0,8532,18510
23895,41,26,65183,8,10,2012.0,0.0,0,9891,17235
13877,23,23,2486,8,3,2003.0,0.0,1,5312,21390
46470,32,30,65883,7,6,2012.0,1.0,0,3805,2955
17317,90,97,91250,2,4,2021.0,0.0,1,1466,14151
47542,75,40,5997,4,4,1996.0,0.0,1,3378,717
82408,53,95,96843,7,10,1997.0,0.0,1,8132,11058
9434,63,91,99921,10,6,1993.0,,0,6177,23982
16467,84,55,17467,7,6,2014.0,1.0,0,6574,45
56296,18,32,5061,4,8,2016.0,1.0,0,6200,16170
48789,42,51,44066,10,8,2007.0,0.0,1,6600,10749
5769,97,79,36436,4,8,2005.0,0.0,1,1964,4500
51827,90,59,88640,7,7,2007.0,,1,8141,9996
9115,24,8,65398,1,6,1997.0,1.0,1,7187,22821
12641,20,54,66639,3,4,2014.0,1.0,0,9434,7017
26966,91,44,29895,2,7,2002.0,,0,2435,17532
65479,82,48,95180,5,7,1990.0,1.0,1,2907,28623
47583,48,99,31744,8,10,1992.0,1.0,1,3705,2076
93184,78,43,13054,7,5,1992.0,1.0,1,3946,20880
1254,38,57,74479,1,1,2001.0,0.0,1,9002,29565
95328,59,24,28949,8,10,2020.0,0.0,0,8716,22611
7388,75,96,35787,4,4,2018.0,,1,4898,14142
34555,35,45,41312,6,10,2003.0,1.0,1,1597,20985
61310,49,21,55836,5,5,2006.0,0.0,1,5865,23196
20714,61,83,71535,3,5,1993.0,1.0,1,9406,17409
94704,55,6,84914,5,7,2007.0,,1,3351,4398
13353,17,18,8213,3,3,2011.0,0.0,1,6437,23379
57475,67,83,2788,2,3,2007.0,0.0,1,654,25098
84795,41,22,91545,6,8,1992.0,,0,5173,22665
70465,10,11,11425,6,6,2012.0,0.0,0,9473,9081
68270,37,65,18486,7,9,2018.0,,1,3366,18669
26389,85,39,78917,10,10,1993.0,,0,4738,24393
57552,99,19,79570,1,6,1993.0,,0,445,17148
84291,7,65,14659,3,10,1998.0,,0,7574,6837
60059,60,9,33655,8,10,2000.0,1.0,1,2181,18792
91513,50,3,20728,8,2,2002.0,1.0,1,5906,27039
70544,4,11,55656,10,6,2002.0,,0,5701,9030
16565,91,95,80977,6,6,2005.0,0.0,1,6950,10983
75865,10,60,36800,1,7,1997.0,,1,1006,14739
29758,34,63,89490,6,1,2021.0,1.0,1,5853,15807
95566,7,21,90932,7,5,,1.0,1,2871,28734
1090,30,40,2898,7,7,2003.0,,1,6324,22905
98319,91,55,50885,5,2,2014.0,,1,6427,23607
18693,18,99,10582,10,9,2005.0,,1,2092,11862
21781,65,26,98169,10,1,1991.0,,1,9090,22167
33662,46,38,59,7,6,2010.0,1.0,1,7341,26526
94420,34,75,70010,9,6,2020.0,0.0,0,2413,15471
53313,19,35,21415,8,4,1995.0,,0,2157,12585
54060,5,46,7678,3,8,1990.0,,0,2407,29001
67709,22,78,7763,2,5,1994.0,,1,1056,12645
85740,22,59,94767,6,6,2010.0,1.0,0,5447,25269
28659,58,21,78609,6,2,1993.0,,1,4774,18033
30217,36,73,1618,6,5,2014.0,,0,5031,4593
58165,26,2,25772,5,9,2021.0,,1,1746,28101
4014,11,22,61288,8,7,2017.0,1.0,1,8612,24480
13523,59,38,93252,5,8,1995.0,,1,7180,8070
49772,90,68,89906,3,7,2007.0,,0,2310,10077
85904,65,43,19533,8,10,1996.0,1.0,1,7909,5586
22541,99,27,30951,3,5,2011.0,,0,4339,786
39132,43,83,43766,4,2,2008.0,0.0,0,1287,11217
32785,27,21,44649,6,3,1991.0,1.0,1,2935,26811
69831,71,46,61678,1,2,2005.0,0.0,0,1614,24252
80301,1,77,16152,10,6,2001.0,1.0,0,213,16062
10802,34,10,70295,3,6,2018.0,1.0,0,8297,19587
87853,26,54,52083,6,9,2011.0,,0,5587,468
86424,86,100,10837,9,9,1998.0,,1,5568,26469
44595,29,77,39297,4,7,1998.0,1.0,0,5697,18966
60056,75,7,40397,9,7,1995.0,,1,7429,3645
30896,27,15,53487,9,3,2008.0,,0,2033,13722
54484,38,76,48548,8,6,2011.0,1.0,0,9399,5562
16571,50,82,67311,10,5,1993.0,0.0,1,8026,2766
87858,18,31,94960,6,9,2020.0,0.0,1,8181,14061
19869,99,86,12078,10,4,2021.0,,1,8661,11196
54298,90,24,86646,3,2,2017.0,0.0,1,8083,15306
8191,10,30,26102,7,2,2001.0,0.0,1,9361,11541
79950,89,64,46010,9,3,1997.0,1.0,0,2113,7341
73332,42,49,21173,5,8,2000.0,0.0,0,2779,14718
31669,8,21,4471,9,7,1998.0,1.0,0,5984,17097
97412,27,90,10288,2,9,2002.0,0.0,0,4015,19416
63163,93,36,72054,10,6,2008.0,0.0,1,1326,25386
43907,29,34,44603,10,3,2017.0,0.0,1,6877,20076
64260,38,29,14335,3,5,2018.0,,1,2011,8823
42585,74,30,42229,7,9,2000.0,0.0,1,3600,24291
35108,94,14,57068,3,5,2009.0,,1,7735,25806
12127,22,69,18404,10,4,1998.0,0.0,0,8522,24222
63669,45,72,71321,5,9,2001.0,1.0,1,5474,714
24278,59,60,88950,1,8,2000.0,,1,6038,27783
18937,50,45,78375,9,3,2001.0,1.0,0,5676,29334
82865,32,97,21881,10,6,2001.0,0.0,0,7868,5430
58599,96,97,10671,1,9,2010.0,0.0,0,140,29535
85101,91,44,33026,2,3,2015.0,0.0,0,908,17199
95649,3,8,2975,5,7,1992.0,,1,9403,8055
2448,87,30,91301,3,8,1990.0,1.0,1,170,7674
31539,62,11,63631,5,6,2010.0,1.0,1,8253,22620
96853,91,62,72351,10,8,2007.0,,0,9286,29733
64718,54,4,92176,2,6,2003.0,1.0,1,3947,28929
5263,64,25,12196,1,3,2014.0,1.0,1,2881,255
1115,97,96,68844,10,6,2014.0,1.0,0,1015,15990
35568,6,26,81080,10,9,1998.0,0.0,1,951,25785
98423,8,10,20331,8,4,2011.0,1.0,0,7336,17586
78772,64,60,71585,5,1,1995.0,1.0,0,6523,1464
6592,59,99,784,8,6,2014.0,,0,3049,9132
22773,16,44,51811,4,10,2009.0,1.0,0,8129,8340
4800,51,83,64735,6,5,1995.0,,0,3715,2826
65322,24,67,10507,9,3,2015.0,,1,4968,8364
29310,74,3,78117,9,4,2000.0,1.0,0,10,8574
70742,95,99,90573,4,1,1993.0,0.0,1,552,4488
60239,37,77,73754,2,5,1998.0,1.0,1,7220,22551
35693,67,94,64905,3,4,2012.0,,0,755,20655
8395,94,2,57055,7,6,2019.0,1.0,0,1618,26910
81718,46,20,49539,5,2,2015.0,,1,8712,15000
79368,63,14,97466,5,5,2003.0,,0,2341,4416
35420,86,43,14428,5,4,2010.0,,1,4993,13602
33267,84,68,35693,1,6,2018.0,1.0,0,2950,6933
57971,35,41,32453,9,1,1993.0,,0,4187,12132
17686,100,66,55983,5,9,2010.0,0.0,0,3069,6
59159,62,80,90403,7,3,2017.0,1.0,1,1811,5424
75700,25,55,32448,3,1,2013.0,,0,7489,11358
92384,95,3,75759,1,9,2014.0,1.0,1,789,20208
87425,60,61,85102,8,8,2004.0,,0,1411,2382
18040,80,62,61643,9,1,2016.0,1.0,0,3029,21729
68992,99,39,23545,7,9,1995.0,,0,2245,16326
10141,66,48,57500,5,3,1997.0,0.0,1,9916,21117
83647,83,33,28875,5,9,2003.0,,0,6035,24678
94846,26,60,61945,4,6,2014.0,1.0,1,887,9051
42105,72,5,44516,1,7,2015.0,,1,7013,18570
49833,93,48,3638,10,4,2017.0,,1,6874,22404
35825,25,12,4563,7,5,1992.0,1.0,1,7272,12648
69428,8,1,13551,10,1,2013.0,0.0,0,8231,5697
77287,55,86,46843,8,2,2014.0,,1,5138,4551
13166,33,80,33060,2,3,2019.0,,1,4804,19758
46131,38,15,83019,2,6,2005.0,,1,7725,9810
37111,54,85,78418,9,4,1991.0,,1,2218,25680
46540,26,85,58650,9,7,2009.0,0.0,1,5740,27408
32369,98,32,22243,4,1,2013.0,1.0,1,5326,22647
2192,69,84,30946,9,1,1999.0,0.0,1,9578,21450
22752,14,58,83194,5,10,2008.0,,1,7726,24561
43252,4,14,50414,3,1,2010.0,0.0,0,9888,26238
64697,9,56,60811,8,6,2005.0,1.0,1,1581,7251
93168,74,58,69669,7,9,2002.0,1.0,0,6692,16968
94681,15,38,38650,8,3,1998.0,0.0,0,4413,26556
27903,21,65,56311,5,5,2007.0,,1,7234,15555
2943,1,29,27296,9,2,2005.0,,1,4470,21447
80746,36,19,13184,6,3,2003.0,1.0,1,7670,2271
13449,81,99,85865,2,9,2016.0,0.0,1,9907,27546
66907,24,93,72331,10,4,2012.0,0.0,0,6630,10443
83377,43,45,12958,8,5,2003.0,1.0,0,937,13710
77849,12,55,61149,5,9,2002.0,,0,1951,28956
92759,90,21,76870,8,8,1992.0,,1,3299,9528
47283,43,6,29029,6,1,2012.0,,1,9325,20955
96593,95,79,58402,10,7,2009.0,,0,222,6258
71226,52,66,90960,7,4,1995.0,0.0,0,7795,21966
49136,9,48,89553,8,3,2006.0,,0,4728,15984
67434,67,16,34622,3,6,1997.0,0.0,1,3840,26661
55324,87,47,14417,1,7,1994.0,0.0,1,2998,24615
43410,68,30,35515,6,4,2006.0,1.0,0,5208,14259
54919,13,15,61049,7,3,1996.0,1.0,0,4870,26499
3880,24,85,10042,1,6,2013.0,0.0,0,8299,21261
7028,35,20,78664,1,10,1995.0,0.0,1,7528,16596
31433,31,6,99374,6,5,2016.0,0.0,1,2568,28902
83521,59,47,62591,2,7,2007.0,0.0,1,3228,13905
60797,97,13,4803,5,2,2002.0,,1,558,18927
86284,100,22,67132,3,4,1990.0,1.0,0,7612,2316
44966,52,18,32003,1,10,2020.0,1.0,0,5180,23682
18932,36,51,51502,10,9,1991.0,1.0,0,3661,14526
91250,88,73,6207,8,3,1997.0,1.0,1,9598,6051
92563,2,22,53323,7,8,1993.0,1.0,1,4159,24135
48319,59,54,93680,8,4,1998.0,1.0,1,412,9162
27565,79,3,57364,8,9,1999.0,0.0,1,5802,13317
38455,44,77,49589,4,7,2020.0,1.0,0,9249,8004
66180,6,80,20800,6,5,2003.0,,0,3288,29115
43037,78,82,62592,7,10,2015.0,0.0,1,8444,1266
49365,94,46,19426,7,9,2016.0,1.0,1,871,654
7364,45,77,41058,6,10,2010.0,0.0,0,4918,16635
49588,36,75,8829,9,7,1998.0,1.0,1,9692,29196
51957,65,16,72840,3,8,2021.0,,0,3141,27078
31383,68,12,48525,7,1,2008.0,,0,3741,13068
97271,53,64,94111,2,4,2011.0,0.0,1,9741,8982
74271,67,6,22247,7,3,1992.0,0.0,1,7245,2811
37217,90,85,84322,9,7,2000.0,,1,2628,19713
61295,43,76,39034,6,1,1995.0,0.0,0,8048,5838
53067,14,74,4056,10,4,1991.0,,0,7988,26334
45732,86,32,86157,7,2,2011.0,0.0,1,7868,7371
73470,43,32,44952,5,2,2001.0,0.0,0,5516,24702
75839,41,73,33044,6,9,2019.0,,0,402,26283
19658,53,31,77168,7,9,2005.0,0.0,1,7965,5070
67974,48,2,58221,1,7,2021.0,,0,6054,18705
14195,3,41,24954,10,6,1991.0,,0,3179,2835
12624,45,68,60917,4,4,2001.0,0.0,1,270,13920
12739,100,70,91335,10,8,2010.0,1.0,0,7855,22971
50567,50,19,97246,6,3,2013.0,0.0,1,1657,6585
25079,10,99,62568,1,6,2018.0,,1,727,4599
14856,3,57,51473,6,1,2018.0,0.0,0,3592,21318
48408,85,60,21004,2,5,2020.0,0.0,1,918,1668
9423,51,56,66180,1,9,2010.0,0.0,0,2142,6132
82614,37,60,69829,5,1,2002.0,1.0,1,58,18528
15726,33,40,54213,9,4,2013.0,0.0,1,359,21531
78671,86,17,426,3,6,2013.0,0.0,0,5203,17634
20197,64,97,7965,7,7,1990.0,0.0,1,6461,10230
30713,97,64,30365,8,9,2011.0,0.0,0,9968,7377
83019,10,79,21246,5,2,1993.0,,0,9536,18885
34639,25,98,88616,7,2,2017.0,1.0,1,8732,12417
19606,82,89,8455,4,10,2009.0,1.0,1,7187,23262
54753,100,84,92097,8,1,2000.0,0.0,1,8285,7803
35750,84,99,21211,1,4,1991.0,,1,4748,9588
40776,63,5,12553,3,7,2005.0,,0,7587,7062
76938,62,64,21614,2,6,1990.0,0.0,1,9365,10566
22421,30,46,21596,8,6,1996.0,1.0,0,6380,12894
78379,4,3,63144,8,2,2002.0,,0,4238,7653
28804,79,36,69865,8,2,1998.0,0.0,0,8294,12858
2434,16,18,62698,9,5,2013.0,0.0,0,5345,3834
23281,86,30,86037,6,3,2004.0,,0,9637,5922
92417,91,7,22818,3,10,2001.0,0.0,1,8642,7257
82560,46,56,25513,4,8,2012.0,1.0,1,3950,24747
24936,67,70,52647,1,4,2020.0,0.0,1,5815,19956
3261,7,52,96507,7,4,2013.0,1.0,0,6538,18312
86526,50,89,3795,3,8,2003.0,1.0,1,4774,3954
81673,47,3,21371,1,2,2013.0,,0,2412,28497
17901,47,23,12588,1,1,2021.0,0.0,1,8653,6726
86179,26,2,67146,5,4,2013.0,0.0,0,894,12897
84465,47,64,14658,9,1,2003.0,1.0,0,5688,837
37916,26,52,47924,3,8,2004.0,,0,4276,28191
20852,100,11,46614,6,2,1993.0,0.0,1,9496,12675
86258,100,55,61348,4,7,1998.0,,1,6357,2415
25784,73,3,35323,1,1,1995.0,0.0,1,4807,2757
27925,99,93,49000,9,7,1991.0,0.0,0,483,3327
59522,13,24,79649,3,5,1996.0,1.0,0,3542,9519
31741,97,89,29834,8,10,2004.0,1.0,0,6044,18165
37491,53,53,92515,1,7,2006.0,1.0,1,689,12363
74283,72,61,9821,4,4,2017.0,0.0,0,5945,2823
1251,58,34,61958,10,7,1994.0,0.0,0,7111,21399
6389,11,100,66599,2,7,1991.0,0.0,1,9768,29850
92090,7,9,28735,9,7,2020.0,,1,6989,15390
85562,99,33,45640,4,10,2007.0,0.0,1,5732,9096
90722,46,30,29367,2,7,1999.0,1.0,1,1975,4848
66159,81,26,58506,7,7,1991.0,1.0,0,5825,12438
71481,48,35,18160,9,3,2007.0,1.0,0,9555,2010
20166,8,89,47069,4,9,1992.0,0.0,0,5504,17217
14635,58,82,76291,4,8,1997.0,0.0,0,6425,27759
9180,33,47,87050,10,3,2021.0,,1,5264,13644
45330,28,9,7502,4,7,2018.0,,1,7772,19410
39486,33,94,32607,3,5,1997.0,0.0,0,187,26193
85448,35,54,88882,1,3,2003.0,,0,6809,24669
54941,21,87,74401,5,2,2010.0,0.0,1,8814,17247
46317,20,87,4526,9,6,2010.0,0.0,0,3009,7116
36842,15,36,66656,6,1,2013.0,0.0,0,7010,24507
40101,82,68,81262,1,4,2009.0,1.0,1,1153,25638
38586,18,82,52597,2,6,1992.0,1.0,0,2920,1773
14274,66,88,69500,6,9,1990.0,1.0,1,243,14976
63860,52,95,46462,5,9,1997.0,1.0,1,9641,16986
34891,65,34,91588,7,4,2020.0,0.0,1,1871,14124
98433,15,62,69329,6,8,2000.0,1.0,0,2401,24660
98827,89,73,31922,4,4,2014.0,,1,647,6273
52100,3,55,98866,10,5,2018.0,1.0,0,5990,1938
19185,89,84,18893,6,2,1996.0,1.0,1,8514,24339
58027,9,35,86787,5,9,2015.0,1.0,1,8401,16497
93409,38,9,66064,4,6,2013.0,1.0,0,7980,4842
28193,90,82,4929,8,4,2008.0,,1,4083,7446
24936,52,94,19066,5,7,1995.0,1.0,1,1318,13947
5579,97,93,99391,10,9,2010.0,0.0,1,5773,28905
87479,74,78,28130,4,3,2004.0,1.0,1,3269,29688
60824,96,34,62891,3,10,1995.0,0.0,1,8330,16653
54888,66,33,68397,1,8,2017.0,,0,182,23058
46865,18,39,32012,5,3,2020.0,,1,1187,13686
41143,70,93,42990,6,1,2003.0,0.0,0,5736,1791
61847,85,96,63056,8,9,2014.0,1.0,0,7804,16974
16016,35,2,78416,1,6,2016.0,,1,3311,9918
30159,16,9,67587,9,6,2013.0,1.0,0,7204,4713
32597,81,64,99134,4,7,1993.0,1.0,1,7663,7044
91824,65,75,81502,1,4,1991.0,,0,4280,9438
90097,38,94,88617,2,2,2013.0,,0,5202,7938
85854,62,46,62998,1,8,2001.0,1.0,0,6111,26751
6556,57,46,58267,3,5,1997.0,,0,715,14517
83808,55,86,30027,9,6,2002.0,,1,4434,23874
41301,83,31,2701,10,1,2017.0,1.0,1,3108,9231
51517,32,83,2570,5,3,2018.0,,1,3752,15477
94856,7,34,85635,3,2,1994.0,,0,9235,10089
3818,4,32,45234,9,1,2011.0,1.0,1,6682,15771
24297,73,20,28430,3,10,1992.0,,0,9339,28128
80656,29,26,27113,1,8,2012.0,,1,5837,17118
84254,41,95,25054,4,7,1990.0,1.0,1,3106,27699
96140,47,28,32884,4,7,1997.0,,0,2566,357
4261,94,74,35364,2,9,2016.0,1.0,0,2648,2250
9502,8,22,14423,10,1,2005.0,0.0,1,9415,17817
46390,27,87,51666,3,5,2010.0,,1,6706,23670
77989,66,45,53576,4,7,2017.0,1.0,1,8263,15126
36563,95,78,11875,10,5,2002.0,1.0,0,8063,5334
27492,38,1,99351,2,10,2002.0,0.0,0,5607,25683
63720,18,59,12560,9,1,1990.0,0.0,1,279,24774
88328,35,19,33772,2,3,2010.0,0.0,0,4895,27189
10559,13,42,760,5,9,2001.0,0.0,1,6513,25122
36799,62,15,24065,1,6,1998.0,1.0,0,8005,3870
52899,33,54,17777,9,3,2006.0,,1,2001,11331
67697,71,15,65037,4,7,1993.0,1.0,0,7645,7848
82372,55,2,85633,8,6,2012.0,0.0,0,6577,22335
93197,76,46,89408,3,9,2009.0,1.0,0,992,12237
68703,16,12,1147,2,9,2007.0,0.0,0,3071,5166
44626,46,39,69350,4,8,2004.0,,0,2047,23904
48809,16,54,82669,1,4,2012.0,1.0,0,3253,29478
61152,84,34,98475,9,1,2007.0,0.0,1,8053,5634
25230,26,28,31692,5,5,2000.0,,0,3447,26523
55153,50,8,96500,9,9,1997.0,0.0,0,7646,21471
15320,44,25,19517,4,2,2011.0,,1,9146,21033
62064,15,42,71092,1,4,2003.0,0.0,0,6148,11385
84285,95,32,26162,10,9,1993.0,1.0,0,6570,28896
35067,47,30,3817,1,4,1992.0,1.0,0,9739,23019
70945,92,13,8668,10,2,2011.0,1.0,1,621,5763
